,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date,OperationTime,Address
44,생쿡쌀국수-성신여대점,ab**님,"락사/1,tasco 코코넛쥬스 240mL/1",육수가 좋습니다 . 잘먹었어요 !,5,5,5,5,2019년 8월 31일,10:30 - 01:00,서울 성북구 동선동1가 78
45,벌떡떡볶이-성신여대점,ji**님,"중국 당면/1,일벌세트（떡or뎅＋튀김만두2＋주먹밥＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(덜매운맛),토핑 추가 선택(치즈 추가,햄 추가),튀김 메뉴(고기튀김))",이번에도 또 시켜먹었어요!^-^ 역시나 맛있네요ㅠ,5,5,5,5,2021년 2월 25일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
46,벌떡떡볶이-성신여대점,oh**님,"일벌세트（떡or뎅＋튀김만두2＋주먹밥＋쥬시쿨 180mL x2）/1(메뉴 선택(오뎅),맛 선택(덜매운맛),토핑 추가 선택(메추리알 추가,오뎅사리 추가),튀김 메뉴(김말이튀김（3개）)),주먹김밥/1,쥬시쿨（930mL）x1/1",맛있고 배달빠르고 만족만족,5,5,5,5,2021년 2월 18일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
47,벌떡떡볶이-성신여대점,km**님,"벌뎅（3~4인분）/1(맛 선택(덜매운맛),토핑 추가 선택(선택안함,떡사리 추가),튀김 메뉴(고기튀김))",역시마싯서요ㅎㅎㅎㅎ,5,5,4,3,2021년 2월 17일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
48,벌떡떡볶이-성신여대점,cj**님,"벌떡（3~4인분）/1(맛 선택(보통맛),토핑 추가 선택(선택안함,선택안함2),튀김 메뉴(오징어튀김（3개）)),김말이튀김（3개）/1","타 브랜드 떡볶이보다 과하지 않게 맵고, 구성이 상대적으로 알찹니다 ㅎㅎㅎ",5,5,5,5,2021년 2월 17일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
49,벌떡떡볶이-성신여대점,dk**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(덜매운맛),토핑 추가 선택(선택안함,선택안함2))",오랜만에 시켜먹었는데 맛있어요 ! 양은 쬐끔 적은느낌 ?,5,5,4,5,2021년 2월 13일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
50,벌떡떡볶이-성신여대점,24**님,"벌떡（3~4인분）/1(맛 선택(순한맛),토핑 추가 선택(치즈 추가,튀김만두 추가))",nice！！！！！！,5,5,5,5,2021년 2월 10일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
51,벌떡떡볶이-성신여대점,co**님,"벌떡（3~4인분）/1(맛 선택(순한맛),토핑 추가 선택(선택안함,떡사리 추가)),계란찜/1",잘받았어요~서비스까지 감사합니다,5,5,5,5,2021년 2월 8일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
52,벌떡떡볶이-성신여대점,ji**님,"중국 당면/1,일벌세트（떡or뎅＋튀김만두2＋주먹밥＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(순한맛),토핑 추가 선택(치즈 추가,햄 추가),튀김 메뉴(고기튀김)),계란찜/1","진심 인생 떡볶이,,,, 양이 진심 혜자라서 이틀동안 먹었읍니다,, 벌떡을 모르고 산 19년 인생이 원망스러운 맛이네요. 다음에 돈 생기면 또 먹을겁니다,,",5,5,5,5,2021년 2월 1일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
53,벌떡떡볶이-성신여대점,ki**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2),튀김 메뉴(김말이튀김（3개）,단호박튀김（4개）))",떡볶이는 정 깊은 음식입니다.,5,5,5,5,2021년 1월 7일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
54,벌떡떡볶이-성신여대점,th**님,"벌떡（3~4인분）/1(맛 선택(덜매운맛),토핑 추가 선택(선택안함,선택안함2)),중국 당면/1",항상 떡볶이는 여기서 시킴 맛있으니까,5,5,5,5,2020년 12월 31일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
55,벌떡떡볶이-성신여대점,wk**님,"고뎅（3~4인분）/1(맛 선택(보통맛),토핑 추가 선택(선택안함,선택안함2)),중국 당면/1",배달 빨리 왔습니다,5,4,4,5,2020년 12월 23일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
56,벌떡떡볶이-성신여대점,pc**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(오뎅),맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2))",맛있어요 단골이에용ㅅ,5,5,5,5,2020년 12월 13일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
57,벌떡떡볶이-성신여대점,pc**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2))",맛있어요 단골이에용,5,5,5,5,2020년 12월 13일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
58,벌떡떡볶이-성신여대점,ko**님,"국물닭발/1(맛 선택(매운맛),토핑 추가 선택(선택안함,선택안함2)),계란찜/2,쥬시쿨（930mL）x1/1",국물에 비해 양이 적긴하지만 자꾸 생각나는 맛입니다.아자아자~~,5,5,4,5,2020년 12월 13일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
59,벌떡떡볶이-성신여대점,bo**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(오뎅),맛 선택(보통맛),토핑 추가 선택(선택안함,선택안함2)),계란찜/1",맛있게 잘먹었어요. 근데 단무지가 빠져왔어요ㅠ 담엔 꼭 챙겨주세요,5,5,5,5,2020년 12월 8일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
60,벌떡떡볶이-성신여대점,ha**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2))",처음 시켰는데 후기처럼 진짜 맛있었어요 ㅎㅎ요즘 배달음식 위생 관련해서 문제가 많은데 깨끗해보였어용! 사장님 앞으로도 좋은 재료 깨끗하게 만들어서 맛있게 보내주세용 자주 시킬게용,5,5,4,4,2020년 12월 6일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
61,벌떡떡볶이-성신여대점,ja**님,"고뎅（3~4인분）/1(맛 선택(덜매운맛),토핑 추가 선택(선택안함,선택안함2)),모듬튀김/1",다른 곳과 차별화된 맛이 대체 멀까. 항상 생각나는 맛!,5,5,5,5,2020년 11월 15일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
62,벌떡떡볶이-성신여대점,mo**님,"닭볶음탕（3~4인분）/1(맛 선택(매운맛),토핑 추가 선택(선택안함,선택안함2))",오랜만에 벌떡 닭볶음탕 시켜먹었어요! 오랜만에 시켜먹으니 중국당면이 들어있네용???? 덕분에 중당 첨먹어봤믄데 쫠깃하니 넘 맛있구여!!! 매운맛 스트레스 확 풀리고 최곱니당,5,5,5,5,2020년 11월 8일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
63,벌떡떡볶이-성신여대점,ep**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2)),계란찜/1",처음 시켜봤는데 맛있게 잘 먹었어여~ 근데 순한맛도 쪼끔 맵네여ㅎㅎ 계란찜 양 혜자입니다~~,5,5,5,5,2020년 11월 5일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
64,벌떡떡볶이-성신여대점,ma**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(오뎅),맛 선택(보통맛),토핑 추가 선택(선택안함,선택안함2))",생각보다 많이 맵더라구요.,3,3,4,4,2020년 10월 24일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
65,벌떡떡볶이-성신여대점,zx**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(보통맛),토핑 추가 선택(햄 추가,매운야채어묵 추가))",맛있게 잘 먹었어요,5,5,5,5,2020년 10월 16일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
66,벌떡떡볶이-성신여대점,dm**님,"벌떡（3~4인분）/1(맛 선택(덜매운맛),토핑 추가 선택(선택안함,선택안함2)),주먹김밥/1",약간 짜긴한데 그래도 맛있어요!!,4,3,4,5,2020년 10월 11일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
67,벌떡떡볶이-성신여대점,ja**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(오뎅),맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2))",맛있게 잘먹었습니다,5,5,5,5,2020년 9월 30일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
68,벌떡떡볶이-성신여대점,su**님,"국물닭발/1(맛 선택(매운맛),토핑 추가 선택(선택안함,떡사리 추가))",매운맛이청양고추매운맛이아닌거같아좀아쉽네요..ㅠ,4,4,5,5,2020년 9월 30일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
69,벌떡떡볶이-성신여대점,af**님,"벌뎅（3~4인분）/1(맛 선택(보통맛),토핑 추가 선택(선택안함,선택안함2),튀김 메뉴(통새우튀김))",맛있게 잘 먹었어요,5,5,3,5,2020년 9월 20일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
70,벌떡떡볶이-성신여대점,il**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2))",맛나네요ㅎㅎㅎㅎㅎㅎㅎㅎ,5,5,5,5,2020년 9월 17일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
71,벌떡떡볶이-성신여대점,ma**님,"벌뎅（3~4인분）/1(맛 선택(보통맛),토핑 추가 선택(선택안함,치즈어묵 추가),튀김 메뉴(통새우튀김))",잘먹었어용ㅋㅋ 가끔가다 계속 생각남,5,5,5,5,2020년 9월 7일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
72,벌떡떡볶이-성신여대점,an**님,"벌떡（3~4인분）/1(맛 선택(순한맛),토핑 추가 선택(매운야채어묵 추가,떡사리 추가))",맛잇어용 순한맛이 젤 적당해영,5,5,5,5,2020년 9월 5일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
73,벌떡떡볶이-성신여대점,jh**님,"닭볶음탕（3~4인분）/1(맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2)),일벌세트（떡or뎅＋튀김만두2＋주먹밥＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(덜매운맛),토핑 추가 선택(햄 추가,오징어어묵 추가))",배달도 빠르고 양도 많고 맛은 언제나 훌륭합니다~^^,4,4,4,4,2020년 8월 28일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
74,벌떡떡볶이-성신여대점,ma**님,"통새우튀김 3개/1,무뼈닭발/1(맛 선택(매운맛),토핑 추가 선택(선택안함,선택안함2))",여기 무뼈닭발도 맛있네요 근데 양념을 너무 퍼주셔갖고 양념을 발라내먹어야함;,5,4,5,5,2020년 8월 21일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
75,벌떡떡볶이-성신여대점,au**님,"일벌세트（떡or뎅＋튀김만두2＋주먹밥＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(덜매운맛),토핑 추가 선택(선택안함,선택안함2))",최고에요 너무 맛있어요,5,5,5,5,2020년 8월 16일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
76,벌떡떡볶이-성신여대점,my**님,"벌뎅（3~4인분）/1(맛 선택(덜매운맛),토핑 추가 선택(선택안함,선택안함2),튀김 메뉴(모듬튀김))",양많고 배달빠르고 쵝오입니다 :D,5,5,5,5,2020년 8월 15일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
77,벌떡떡볶이-성신여대점,kh**님,"김말이튀김（3개）/1,국물닭발/1(맛 선택(매운맛),토핑 추가 선택(선택안함,선택안함2)),계란찜/1",맛있어요! 매콤하고 국물도 많고 기본당면은 중당이라 더 좋네요 ㅎㅎ 추천합니당,5,5,5,5,2020년 8월 14일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
78,벌떡떡볶이-성신여대점,ju**님,"왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(떡볶이),맛 선택(보통맛),토핑 추가 선택(햄 추가,메추리알 추가))",보통맛인데도 칼칼하고 맵네요 ㅎㅎ 잘먹었습니다~,5,5,5,5,2020년 8월 13일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
79,벌떡떡볶이-성신여대점,mo**님,"벌떡（3~4인분）/1(맛 선택(매운맛),토핑 추가 선택(선택안함,치즈 추가))",어제도 맛있었어요ㅠㅠ 감덩의맛!! 진짜 어제 너무 힘들고 지친 날이라 집와서 야식시켰거든요! 먹구 꿀잠...힐링 제대로 했네용 담에 숙변해소까지 ㅎㅎㅎ,5,5,5,5,2020년 8월 7일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
80,벌떡떡볶이-성신여대점,jh**님,"중국 당면/1,오동통 당면 /1,왕벌세트（떡or뎅＋주먹김밥＋고급어묵＋쥬시쿨 180mL x2）/1(메뉴 선택(오뎅),맛 선택(순한맛),토핑 추가 선택(선택안함,선택안함2))",맛있게 먹었습니다~~^^,3,3,5,4,2020년 8월 6일,11:10 - 01:40,서울 성북구 동선동2가 142-6 1층
